sentence,label,confidence,publication_date,url,title,source
"An official from SGS, who declined to be named because he is not authorized to speak on behalf of the company, said SGS denies the allegations of corruption and influence-peddling and insisted the company’s operations are subjected to the highest international ethical standards.",delay_time_overrun,0.5,2021-03-31,https://observer.ug/news/uganda-ex-minister-bagiire-mentioned-in-sgs-corruption-case-in-switzerland/,Management fight rocks SGS vehicle inspection project,The Observer
"In a new proposal signed with government in April 2020, SGS significantly revised the inspection fees as demanded by parliament and committed to improve further the inspection centres and streamline operations.",delay_time_overrun,0.5,2021-03-31,https://observer.ug/news/uganda-ex-minister-bagiire-mentioned-in-sgs-corruption-case-in-switzerland/,Management fight rocks SGS vehicle inspection project,The Observer
"Government, too, gave its assurance to ensure the seamless implementation of the programme.",delay_time_overrun,0.5,2021-03-31,https://observer.ug/news/uganda-ex-minister-bagiire-mentioned-in-sgs-corruption-case-in-switzerland/,Management fight rocks SGS vehicle inspection project,The Observer
Uganda seeks to construct the Standard Gauge Railway (SGR) from Busia border to Kampala – the first leg of the line.,delay_time_overrun,0.5,2019-06-25,https://observer.ug/news/railway-museveni-lashes-out-at-world-bank-praises-china/,"Railway: Museveni lashes out at World Bank, praises China",The Observer
"However, government hopes that China can provide money for the project.",delay_time_overrun,0.5,2019-06-25,https://observer.ug/news/railway-museveni-lashes-out-at-world-bank-praises-china/,"Railway: Museveni lashes out at World Bank, praises China",The Observer
The two entered an agreement to implement a project intended to improve children’s vision and sight care in Mbale and Manafwa districts.,delay_time_overrun,0.5,2022-04-18,https://observer.ug/news/stanbic-bank-found-guilty-of-negligence-in-shs-180m-fraud-case/,Stanbic bank found guilty of negligence in Shs 180m fraud case,The Observer
The investigations commenced after Patel went to clear the site for construction of the shopping mall last month.,delay_time_overrun,0.5,2019-09-02,https://observer.ug/news/land-commission-probes-patel-mp-balyeku-s-bank-accounts/,"Land Commission probes Patel, MP Balyeku’s bank accounts",The Observer
"Those who know him claim on social media that he used and dealt in cocaine, part-time.",delay_time_overrun,0.5,2017-09-20,https://observer.ug/lifestyle-entertainment/star-trail-joe-kigozi-returns-to-nbs-tv/,Star trail: Joe Kigozi returns to NBS TV,The Observer
"The next phase will involve surface repairs, prompting the need for a full closure to all traffic in the coming weeks.",delay_time_overrun,0.5,2024-08-31,https://observer.ug/news/karuma-bridge-to-be-closed-to-all-traffic-for-repair-works/,Karuma Bridge to be closed to all traffic for repair works,The Observer
"While the exact duration of the closure remains unspecified, Ecweru suggested that it could extend for several weeks.",delay_time_overrun,0.5,2024-08-31,https://observer.ug/news/karuma-bridge-to-be-closed-to-all-traffic-for-repair-works/,Karuma Bridge to be closed to all traffic for repair works,The Observer
"According to the Uganda Electricity Generation Company Ltd (UEGCL) chief executive officer, Eng.",delay_time_overrun,0.5,2018-06-10,https://observer.ug/business/karuma-power-dam-construction-on-schedule/,Karuma power dam ‘construction on schedule’,The Observer
"Currently, Uganda’s electricity generation capacity is 950MW, including all other sources such as solar and thermal generators.",delay_time_overrun,0.5,2018-06-10,https://observer.ug/business/karuma-power-dam-construction-on-schedule/,Karuma power dam ‘construction on schedule’,The Observer
"The Karuma dam project cost includes construction of staff houses, an administration block, a visitors’ centre at Karuma and high voltage power transmission lines, among others.",delay_time_overrun,0.5,2018-06-10,https://observer.ug/business/karuma-power-dam-construction-on-schedule/,Karuma power dam ‘construction on schedule’,The Observer
"The government acquired a 30-year concessional loan from China Exim Bank to finance the project, which it says will greatly bring down the high costs of electricity and boost economic growth.",delay_time_overrun,0.5,2018-06-10,https://observer.ug/business/karuma-power-dam-construction-on-schedule/,Karuma power dam ‘construction on schedule’,The Observer
Any attempt by the oil companies and their attendant infrastructure to tap into the national grid could greatly reduce the amount needed by the rest of the country.,delay_time_overrun,0.5,2017-07-19,https://observer.ug/business/oil-firms-awarded-exclusive-right-to-produce-gas-power/,Oil firms awarded exclusive right to produce gas power,The Observer
The project is funded by World Bank and aims to improve KCCA’s infrastructural and institutional capacity.,delay_time_overrun,0.5,2018-08-21,https://observer.ug/news/bribery-allegations-threaten-relocation-of-kasubi-market/,Bribery allegations threaten relocation of Kasubi market,The Observer
"In his ruling, Gaswaga said “For quite a long time the parties herein have not followed up nor taken any steps to have this matter heard and concluded.",delay_time_overrun,0.5,2025-01-27,https://observer.ug/news/lira-high-court-declines-to-put-aside-2013-land-dispute-ruling/,Lira High court declines to put aside 2013 land dispute ruling,The Observer
The project is expected to be completed by December 2018.,delay_time_overrun,0.5,2017-04-14,https://observer.ug/news/karuma-dam-workers-on-strike-over-wages/,Karuma dam workers lay down tools over wages,The Observer
"“They are miles behind Uganda and Tanzania and we can only pray and hope that the postponement forces them to up their urgency and intensity,” he added.",delay_time_overrun,0.5,2025-02-04,https://observer.ug/sports/chan-delay-clouds-tournament-preps/,CHAN delay clouds tournament preps,The Observer
"According to sources, Namboole had been due for a shutdown immediately after Chan for a new phase of upgrading work to increase its capacity to a 45,000-seater.",delay_time_overrun,0.5,2025-02-04,https://observer.ug/sports/chan-delay-clouds-tournament-preps/,CHAN delay clouds tournament preps,The Observer
"The skills gained from this initiative cover Level One Project Principles, Instant and Inclusive Payment Systems (IIPS), inclusive finance and fintech in general. inarticle} inarticle}",delay_time_overrun,0.5,2022-06-30,https://observer.ug/business/women-save-empowering-rural-women-through-goal-based-digital-savings/,Women Save empowering rural women through goal-based digital savings,The Observer
"Most shocking for the MPs was that Entebbe Grade A hospital, which is the referral for all cases from the neighbouring State House and Entebbe International Airport, is operating in buildings that have been condemned as un- fit for human habitation.",delay_time_overrun,0.5,2023-06-21,https://observer.ug/news/mpuuga-tours-expose-the-rot-in-government-hospitals-and-schools/,Mpuuga tours expose the rot in government hospitals and schools,The Observer
"Uganda Electricity Transmission Company Limited, the bulk purchaser of electricity, resorted to purchasing power from the large hydro plants to compensate for the dispatch that would have come from the small mini-hydropower plants.",delay_time_overrun,0.5,2023-04-12,https://observer.ug/business/era-lowers-electricity-end-user-tariffs/,ERA lowers electricity end-user tariffs,The Observer
"Compared to privately-developed power plants, Isimba and Karuma will generate electricity at relatively lower tariffs over the term of the licence.",delay_time_overrun,0.5,2019-04-04,https://observer.ug/viewpoint/consumers-have-reason-to-smile-for-isimba-dam/,Consumers have reason to smile for Isimba dam,The Observer
"Basing on these generation tariffs and the utilization of the power plants, the Weighted Average Generation Tariff is projected to reduce.",delay_time_overrun,0.5,2019-04-04,https://observer.ug/viewpoint/consumers-have-reason-to-smile-for-isimba-dam/,Consumers have reason to smile for Isimba dam,The Observer
"This will result into reduction in the Weighted Average Generation Tariff and, therefore, reduction in the end-user electricity tariffs.",delay_time_overrun,0.5,2019-04-04,https://observer.ug/viewpoint/consumers-have-reason-to-smile-for-isimba-dam/,Consumers have reason to smile for Isimba dam,The Observer
Electrification of all sub-counties across the country and all potential consumers along thesub-counties electricity lines.,delay_time_overrun,0.5,2019-04-04,https://observer.ug/viewpoint/consumers-have-reason-to-smile-for-isimba-dam/,Consumers have reason to smile for Isimba dam,The Observer
"Part of this funding will be utilized to improve electricity connection, targeting growing the number of certified wiremen/women and contractors.",delay_time_overrun,0.5,2019-04-04,https://observer.ug/viewpoint/consumers-have-reason-to-smile-for-isimba-dam/,Consumers have reason to smile for Isimba dam,The Observer
"With these initiatives aimed at massive electricity consumption in both homes and industries, the revenue base of the electricity supply industry will grow, subsequently leading to reduction in the end-user tariffs.",delay_time_overrun,0.5,2019-04-04,https://observer.ug/viewpoint/consumers-have-reason-to-smile-for-isimba-dam/,Consumers have reason to smile for Isimba dam,The Observer
