sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_001026,The Observer,2025-03-03,Shs 60bn BOU fraud: six suspects granted bail,"Twesigomwe is charged with being an accomplice in the corruption scheme, which prosecutors claim was aimed at illicitly enriching Roadway Company.",,,,
OBS_GS_000871,The Observer,2017-10-15,Kangole bridge giving motorists in Karamoja panic attacks,The continuous wearing away of the bridge has forced some vehicles especially heavy trucks to abandon the road altogether.,,,,
OBS_GS_002672,The Observer,2019-06-25,"Railway: Museveni lashes out at World Bank, praises China","The expo actualizes one of the resolutions arrived at last year in Beijing and is seen as “a new mechanism for commercial cooperation with Africa, a new platform to deliver the trade and economic measures of FOCAC, and a new window for sub-national business cooperation with Africa.” Several Ugandan manufacturers will have their products on display at the Expo which will also be characterized by seminars, presentations and business match-making.",,,,
OBS_GS_004332,The Observer,2017-06-06,Magogo’s 2019 project set to face litmus test,"Whereas KCCA are overwhelming favourites to win the title, which will be the club’s first league and Cup double, I’m not ruling out an upset, especially when you consider Paidha’s fairytale journey to the final.",,,,
OBS_GS_003344,The Observer,2023-01-11,"If market tenderers are overcharging vendors, we’ll remove them – Obiga Kania",How satisfied are you with the progress of the project performance?,,,,
OBS_GS_012563,The Observer,2025-10-22,How NUP abandoned its issue-less politics is success of its opponents,"In fact, for Museveni and team, presenting a manifesto is simply a procedural matter.",,,,
OBS_GS_019356,The Observer,2017-03-17,Mulindwa shares vision and what it takes to erect a stadium,"Let us go back and support our clubs Villa, KCCA, Express and others and let there be love.",,,,
OBS_GS_014985,The Observer,2019-03-29,Bahati denies benefitting from South Sudan compensation,The next one is M/S Jan Jang Company Limited whose proprietor is Hon Bahati and it also dealt in grain.,,,,
OBS_GS_003482,The Observer,2023-05-08,Denied info: Court awards lawyer Mabirizi Shs 5m,"He also asked the court to order the permanent secretary to avail him with the said documents and to issue an order of injunction restraining the permanent secretary from concealing information about the procurement, correspondences and decisions.",,,,
OBS_GS_010765,The Observer,2021-06-16,Construction of She 1.2bn warehouse in Busia nears completion,He attributes the delayed completion of the project to the late release of funds by the ministry of Trade.,,,,
OBS_GS_016958,The Observer,2017-03-31,Gulu’s Pece stadium to get facelift,"Among the recommendations, the stadium should be regraded and fresh grass planted on its bare floor.",,,,
OBS_GS_019487,The Observer,2022-09-20,Sugarcane farmers abandon fields due to lack of markets,"“MILLERS FAILING FARMERS” Worldwide, sugar factory ownership is a mix between the government and the private sector.",,,,
OBS_GS_005126,The Observer,2025-04-14,Karuma bridge reopens after 3-week closure,It was reopened on December 20 following three months of rehabilitation works that involved replacing the bridge deck and 12 bearings.,,,,
OBS_GS_010221,The Observer,2021-12-09,Pastor Ssenyonga summoned over unpaid salary arrears,“There is a need to carry out a mediation meeting to establish an agreeable position for both parties.,,,,
OBS_GS_019003,The Observer,2021-05-11,"Ssemujju Nganda is fitting speaker, but Kadaga works well in that mess","But that she is herself implicated, or is complicit in the thuggery in Uganda, should not be a concern for anyone.",,,,
OBS_GS_010091,The Observer,2021-11-02,"Drainage: Govt, KCCA infringing on right to life, court rules","They also asked that within six months after the determination of the case, government and KCCA report to court the steps jointly and severally taken to enhance the protection of life of city dwellers.",,,,
OBS_GS_015758,The Observer,2017-06-28,Young entrepreneur on mission to sell Uganda to UK’s Midlands,"At the event, Ashok Keshavj Verma, the chairman of Verma group of companies, announced the signing of a major contract in Uganda to supply solar panels and pumps to farmers.",,,,
OBS_GS_003016,The Observer,2018-07-16,How disputed rock cast shadow over Isimba dam,“This letter serves to request that all payments due over funds appropriated in the 2018/2019 budget in respect of the rock reserves along Isimba hydropower project be halted.,,,,
OBS_GS_023689,The Observer,2023-02-21,Construction works at Kabaale airport halted over funds,"The balance has been paid to the contractor, we have not defaulted but now they saw once we have blocked the trick of stealing then the contractor laid down tools.",,,,
OBS_GS_007146,The Observer,2022-11-16,Uganda Airlines probe: Bad deals listed in 33 pages,"The accounting officer also indicated that at the time of the audit, the invoices had been submitted to the ministry of Works and Transport for inclusion in the schedule of arrears for onward submission to the ministry of Finance, Planning and Economic Development.",,,,
OBS_GS_017728,The Observer,2020-10-04,Kadaga convoy accident victims seek Shs 400m compensation,Our reporter was unable to get a comment from the speaker’s office by the time of filing this story.,,,,
OBS_GS_000970,The Observer,2025-03-26,Mufti Mubajje’s re-election dispute stalls as court demands proper legal procedure,"The UMSC argues that the Majlis Al-Ulama, the religious body that endorsed Mubajje’s re-election, is not a quasi-judicial organ and, therefore, its decisions are not subject to judicial review.",,,,
OBS_GS_009695,The Observer,2020-04-23,Umeme to stop Shs 5bn on Kakiri substation,"All that the eligible households pay is Shs 20,000 for the inspection of their premises.",,,,
OBS_GS_003001,The Observer,2025-08-07,The Lubowa hospital judgement: Uganda’s missed opportunity to affirm public participation in PPPs,"However, the ISHU project has been riddled with delays, corruption allegations, oversight restrictions, and remains incomplete and non-operational as of 2025.",,,,
OBS_GS_020368,The Observer,2020-01-01,Basalirwa vows to fight parliament eviction,But I don’t think their not appealing will be saving some money because somebody can sue them for misleading them and wasting their time.,,,,
OBS_GS_003533,The Observer,2018-06-05,Land probe baffled by Entebbe town clerk new Shs 44bn rock compensation claim,"Government official I don’t know why we should downplay this conflict of interest, its a government tragedy.” said Ruhindi.",,,,
OBS_GS_012805,The Observer,2020-06-16,Police to resume construction of officers’ housing units,The force hopes to renovate some of these health facilities while others will be equipped.,,,,
OBS_GS_015511,The Observer,2018-01-22,Parliament raises Shs 75m for albinos,Yesterday (January 21) Kisuule and Nakawooya joined hundreds of people to participate in the second parliament fundraising walk aimed at constructing a rehabilitation centre for PWAs.,,,,
OBS_GS_004464,The Observer,2021-07-15,OWC denies Covid relief food procurement irregularities,Owori attributed the alleged negative media coverage of OWC to the big suppliers particularly Aponye & Mandela Millers who were left out by introducing small-scale farmers to OPM.,,,,
OBS_GS_002196,The Observer,2025-11-05,Uganda engages EAC members for collective health procurement,"Currently, Uganda has five national referral hospitals; namely Mulago, Kawempe, Kiruddu, Butabika and Mulago Specialized Women and Neonatal hospital.",,,,
OBS_GS_016167,The Observer,2021-09-28,Disentangling landlord from tenant in mailo land reforms,"Eviction scenes are usually characterised by the following: a group of people (most often hired goons) destroying crops; a grader destroying structures or debris from already destroyed structures; victims trying to salvage their belongings from the debris (usually basic household items such as overused mattresses, plastic plates, cups, and clothing); stick-wielding victims voicing their frustration in front of media microphones/cameras, affirming their claim to the land and calling on a powerful agency or a politician to intervene (at times these calls to intervene are directed at the government using the popular Luganda phrase, “tusaba gavumenti etuyambe” (we are begging for the government’s intervention/help); women crying profusely, pacing around the scene, asking rhetorical questions (usually concerning their dire helplessness as widows/sole providers for their families and wondering how they will pay off that loan or feed the children now that the food is destroyed); and people in uniform wielding guns and court papers purportedly authorising the eviction.",,,,
